#
# 2021-03-31_NCM3722_NCglucose_replicate_01_timepoint_005
# ------------------------------
# Acquired: 3/31/2021 9:14:40 PM
# Converted: 04/04/2021 02:04:37 PM
# Vial: 14
# Injection Volume: 20 uL
# Sample ID: 005
#
# Detector B
# ---------------------
# Acquisition Interval: 500 ms
# Intensity Units: mV
# Intensity Multiplier: 0.001
#
time_min,intensity_mV,detector
0.0,0,B
0.008329999999999999,0,B
0.016669999999999997,0,B
0.025,0,B
0.03333,0,B
0.04167,0,B
0.05,0,B
0.05832999999999999,0,B
0.06667000000000001,0,B
0.075,0,B
0.08333,0,B
0.09167,0,B
0.1,0,B
0.10833,0,B
0.11667000000000001,1,B
0.125,1,B
0.13333,1,B
0.14167000000000002,1,B
0.15,1,B
0.15833,0,B
0.16667,0,B
0.175,0,B
0.18333,-1,B
0.19167,-1,B
0.2,-1,B
0.20833000000000002,-1,B
0.21666999999999997,-1,B
0.225,-1,B
0.23333,-1,B
0.24166999999999997,0,B
0.25,0,B
0.25833,0,B
0.26666999999999996,0,B
0.275,0,B
0.28333,1,B
0.29167,1,B
0.3,1,B
0.30833,1,B
0.31667,1,B
0.325,1,B
0.33333,0,B
0.34167,0,B
0.35,0,B
0.35833000000000004,0,B
0.36667,0,B
0.375,0,B
0.38333,0,B
0.39166999999999996,0,B
0.4,0,B
0.40833,0,B
0.41667,0,B
0.425,0,B
0.43333,0,B
0.44167,0,B
0.45,0,B
0.45833,0,B
0.46667,0,B
0.475,0,B
0.48333000000000004,0,B
0.49167,0,B
0.5,0,B
0.5083300000000001,0,B
0.51667,0,B
0.525,0,B
0.53333,0,B
0.54167,0,B
0.55,0,B
0.55833,0,B
0.56667,1,B
0.575,0,B
0.58333,0,B
0.59167,1,B
0.6,1,B
0.60833,1,B
0.6166699999999999,1,B
0.625,0,B
0.6333300000000001,0,B
0.64167,0,B
0.65,0,B
0.65833,0,B
0.66667,0,B
0.675,0,B
0.68333,0,B
0.69167,-1,B
0.7,-1,B
0.70833,-1,B
0.71667,-1,B
0.725,-1,B
0.73333,-2,B
0.7416699999999999,-2,B
0.75,-2,B
0.7583300000000001,-2,B
0.76667,-2,B
0.775,-1,B
0.78333,-1,B
0.79167,-1,B
0.8,0,B
0.80833,0,B
0.81667,0,B
0.825,-1,B
0.8333299999999999,-1,B
0.84167,-1,B
0.85,-2,B
0.8583299999999999,-2,B
0.86667,-1,B
0.875,-1,B
0.88333,-1,B
0.8916700000000001,0,B
0.9,0,B
0.90833,0,B
0.9166700000000001,0,B
0.925,0,B
0.9333299999999999,-1,B
0.9416700000000001,0,B
0.95,0,B
0.9583299999999999,0,B
0.96667,0,B
0.975,-1,B
0.9833299999999999,-1,B
0.99167,-1,B
1.0,-2,B
1.00833,-2,B
1.01667,-2,B
1.025,-2,B
1.0333299999999999,-2,B
1.04167,-2,B
1.05,-2,B
1.05833,-2,B
1.06667,-2,B
1.075,-2,B
1.08333,-2,B
1.0916700000000001,-2,B
1.1,-1,B
1.10833,-1,B
1.11667,-1,B
1.125,-1,B
1.13333,-1,B
1.14167,-1,B
1.15,-1,B
1.1583299999999999,0,B
1.16667,0,B
1.175,0,B
1.18333,0,B
1.19167,0,B
1.2,0,B
1.20833,-1,B
1.2166700000000001,-1,B
1.225,-1,B
1.23333,-1,B
1.24167,-1,B
1.25,-1,B
1.25833,-1,B
1.26667,-1,B
1.275,-1,B
1.2833299999999999,-1,B
1.29167,-1,B
1.3,-2,B
1.30833,-2,B
1.31667,-2,B
1.325,-2,B
1.33333,-2,B
1.3416700000000001,-2,B
1.35,-1,B
1.35833,-1,B
1.36667,-1,B
1.375,-1,B
1.38333,-1,B
1.39167,-1,B
1.4,-1,B
1.4083299999999999,-1,B
1.41667,0,B
1.425,0,B
1.43333,0,B
1.44167,0,B
1.45,0,B
1.45833,0,B
1.4666700000000001,0,B
1.475,0,B
1.48333,0,B
1.49167,0,B
1.5,0,B
1.50833,-1,B
1.51667,-1,B
1.525,-1,B
1.5333299999999999,-1,B
1.54167,-1,B
1.55,-1,B
1.55833,-1,B
1.56667,-1,B
1.575,-1,B
1.58333,-1,B
1.5916700000000001,0,B
1.6,-1,B
1.60833,-1,B
1.61667,-1,B
1.625,-1,B
1.63333,-1,B
1.64167,-1,B
1.65,0,B
1.6583299999999999,0,B
1.66667,0,B
1.675,0,B
1.68333,0,B
1.69167,0,B
1.7,0,B
1.70833,0,B
1.7166700000000001,0,B
1.725,0,B
1.73333,0,B
1.74167,0,B
1.75,0,B
1.75833,1,B
1.76667,1,B
1.775,1,B
1.7833299999999999,1,B
1.79167,1,B
1.8,1,B
1.80833,1,B
1.81667,1,B
1.825,1,B
1.83333,2,B
1.8416700000000001,2,B
1.85,1,B
1.85833,1,B
1.86667,1,B
1.875,1,B
1.88333,1,B
1.89167,1,B
1.9,1,B
1.9083299999999999,2,B
1.91667,2,B
1.925,2,B
1.93333,2,B
1.94167,2,B
1.95,2,B
1.95833,2,B
1.9666700000000001,2,B
1.975,2,B
1.98333,2,B
1.99167,2,B
2.0,2,B
2.00833,2,B
2.01667,3,B
2.025,3,B
2.03333,3,B
2.04167,3,B
2.05,3,B
2.0583299999999998,3,B
2.0666700000000002,3,B
2.075,3,B
2.08333,3,B
2.09167,3,B
2.1,3,B
2.10833,3,B
2.11667,3,B
2.125,2,B
2.13333,2,B
2.14167,2,B
2.15,2,B
2.15833,3,B
2.16667,3,B
2.175,3,B
2.1833299999999998,4,B
2.1916700000000002,4,B
2.2,4,B
2.20833,4,B
2.21667,3,B
2.225,3,B
2.23333,3,B
2.24167,3,B
2.25,3,B
2.25833,3,B
2.26667,3,B
2.275,3,B
2.28333,3,B
2.29167,2,B
2.3,2,B
2.3083299999999998,2,B
2.3166700000000002,2,B
2.325,2,B
2.33333,2,B
2.34167,2,B
2.35,2,B
2.35833,2,B
2.36667,2,B
2.375,2,B
2.38333,2,B
2.39167,2,B
2.4,2,B
2.40833,1,B
2.41667,1,B
2.425,1,B
2.4333299999999998,2,B
2.4416700000000002,1,B
2.45,1,B
2.45833,1,B
2.46667,1,B
2.475,1,B
2.48333,1,B
2.49167,1,B
2.5,0,B
2.50833,0,B
2.51667,0,B
2.525,0,B
2.53333,0,B
2.54167,0,B
2.55,0,B
2.5583299999999998,0,B
2.5666700000000002,0,B
2.575,0,B
2.58333,-1,B
2.59167,-1,B
2.6,-1,B
2.60833,-1,B
2.61667,-1,B
2.625,-1,B
2.63333,-1,B
2.64167,-1,B
2.65,0,B
2.65833,0,B
2.66667,-1,B
2.675,-1,B
2.6833299999999998,-1,B
2.6916700000000002,-2,B
2.7,-2,B
2.70833,-2,B
2.71667,-2,B
2.725,-2,B
2.73333,-2,B
2.74167,-2,B
2.75,-2,B
2.75833,-2,B
2.76667,-2,B
2.775,-2,B
2.78333,-2,B
2.79167,-3,B
2.8,-3,B
2.8083299999999998,-3,B
2.8166700000000002,-3,B
2.825,-3,B
2.83333,-3,B
2.84167,-3,B
2.85,-3,B
2.85833,-3,B
2.86667,-3,B
2.875,-3,B
2.88333,-3,B
2.89167,-2,B
2.9,-2,B
2.90833,-2,B
2.91667,-2,B
2.925,-2,B
2.9333299999999998,-2,B
2.9416700000000002,-2,B
2.95,-2,B
2.95833,-3,B
2.96667,-3,B
2.975,-3,B
2.98333,-4,B
2.99167,-4,B
3.0,-4,B
3.00833,-4,B
3.01667,-4,B
3.025,-4,B
3.03333,-3,B
3.04167,-3,B
3.05,-3,B
3.0583299999999998,-3,B
3.0666700000000002,-3,B
3.075,-3,B
3.08333,-3,B
3.09167,-3,B
3.1,-3,B
3.10833,-3,B
3.11667,-3,B
3.125,-3,B
3.13333,-4,B
3.14167,-4,B
3.15,-4,B
3.15833,-4,B
3.16667,-4,B
3.175,-4,B
3.1833299999999998,-3,B
3.1916700000000002,-3,B
3.2,-3,B
3.20833,-3,B
3.21667,-3,B
3.225,-3,B
3.23333,-3,B
3.24167,-3,B
3.25,-3,B
3.25833,-3,B
3.26667,-3,B
3.275,-3,B
3.2833300000000003,-3,B
3.29167,-3,B
3.3,-4,B
3.30833,-4,B
3.31667,-4,B
3.325,-4,B
3.33333,-4,B
3.3416699999999997,-4,B
3.35,-4,B
3.3583300000000005,-4,B
3.3666699999999996,-4,B
3.375,-4,B
3.3833300000000004,-4,B
3.3916699999999995,-4,B
3.4,-3,B
3.4083300000000003,-3,B
3.41667,-3,B
3.425,-3,B
3.43333,-3,B
3.44167,-3,B
3.45,-3,B
3.45833,-3,B
3.4666699999999997,-3,B
3.475,-3,B
3.4833300000000005,-3,B
3.4916699999999996,-3,B
3.5,-3,B
3.5083300000000004,-3,B
3.5166699999999995,-2,B
3.525,-2,B
3.5333300000000003,-2,B
3.54167,-3,B
3.55,-3,B
3.55833,-4,B
