#
# 2021-04-02_NC_glucose_glycerol_acetate_calibration_0.25mM
# ------------------------------
# Acquired: 4/3/2021 2:26:14 AM
# Converted: 04/04/2021 02:04:38 PM
# Vial: 11
# Injection Volume: 20 uL
# Sample ID: 011
#
# Detector B
# ---------------------
# Acquisition Interval: 500 ms
# Intensity Units: mV
# Intensity Multiplier: 0.001
#
time_min,intensity_mV,detector
0.0,0,B
0.008329999999999999,0,B
0.016669999999999997,0,B
0.025,0,B
0.03333,0,B
0.04167,-1,B
0.05,-1,B
0.05832999999999999,-1,B
0.06667000000000001,-1,B
0.075,-1,B
0.08333,0,B
0.09167,-1,B
0.1,0,B
0.10833,-1,B
0.11667000000000001,-1,B
0.125,-1,B
0.13333,-1,B
0.14167000000000002,-1,B
0.15,-1,B
0.15833,-1,B
0.16667,-1,B
0.175,-1,B
0.18333,-1,B
0.19167,-1,B
0.2,-1,B
0.20833000000000002,-1,B
0.21666999999999997,-1,B
0.225,0,B
0.23333,0,B
0.24166999999999997,0,B
0.25,0,B
0.25833,0,B
0.26666999999999996,0,B
0.275,0,B
0.28333,0,B
0.29167,0,B
0.3,0,B
0.30833,0,B
0.31667,0,B
0.325,-1,B
0.33333,-1,B
0.34167,-1,B
0.35,-1,B
0.35833000000000004,-1,B
0.36667,-1,B
0.375,0,B
0.38333,0,B
0.39166999999999996,0,B
0.4,0,B
0.40833,0,B
0.41667,-1,B
0.425,-1,B
0.43333,-1,B
0.44167,-1,B
0.45,-1,B
0.45833,-1,B
0.46667,-1,B
0.475,0,B
0.48333000000000004,0,B
0.49167,0,B
0.5,-1,B
0.5083300000000001,-1,B
0.51667,-1,B
0.525,-1,B
0.53333,-1,B
0.54167,-1,B
0.55,-1,B
0.55833,-1,B
0.56667,-1,B
0.575,-1,B
0.58333,-1,B
0.59167,-1,B
0.6,-1,B
0.60833,-1,B
0.6166699999999999,-1,B
0.625,-1,B
0.6333300000000001,-1,B
0.64167,-1,B
0.65,-1,B
0.65833,-1,B
0.66667,-1,B
0.675,-2,B
0.68333,-2,B
0.69167,-2,B
0.7,-3,B
0.70833,-3,B
0.71667,-3,B
0.725,-3,B
0.73333,-3,B
0.7416699999999999,-3,B
0.75,-3,B
0.7583300000000001,-3,B
0.76667,-3,B
0.775,-3,B
0.78333,-3,B
0.79167,-2,B
0.8,-2,B
0.80833,-2,B
0.81667,-2,B
0.825,-2,B
0.8333299999999999,-2,B
0.84167,-2,B
0.85,-2,B
0.8583299999999999,-2,B
0.86667,-2,B
0.875,-1,B
0.88333,-2,B
0.8916700000000001,-2,B
0.9,-2,B
0.90833,-2,B
0.9166700000000001,-2,B
0.925,-2,B
0.9333299999999999,-1,B
0.9416700000000001,-1,B
0.95,-1,B
0.9583299999999999,-1,B
0.96667,-2,B
0.975,-2,B
0.9833299999999999,-2,B
0.99167,-2,B
1.0,-2,B
1.00833,-1,B
1.01667,-2,B
1.025,-2,B
1.0333299999999999,-3,B
1.04167,-3,B
1.05,-3,B
1.05833,-3,B
1.06667,-3,B
1.075,-3,B
1.08333,-3,B
1.0916700000000001,-3,B
1.1,-3,B
1.10833,-2,B
1.11667,-2,B
1.125,-2,B
1.13333,-1,B
1.14167,-1,B
1.15,-1,B
1.1583299999999999,-1,B
1.16667,-1,B
1.175,-1,B
1.18333,-2,B
1.19167,-2,B
1.2,-2,B
1.20833,-2,B
1.2166700000000001,-2,B
1.225,-2,B
1.23333,-2,B
1.24167,-2,B
1.25,-2,B
1.25833,-3,B
1.26667,-3,B
1.275,-3,B
1.2833299999999999,-3,B
1.29167,-2,B
1.3,-2,B
1.30833,-2,B
1.31667,-2,B
1.325,-2,B
1.33333,-2,B
1.3416700000000001,-2,B
1.35,-2,B
1.35833,-2,B
1.36667,-2,B
1.375,-2,B
1.38333,-2,B
1.39167,-1,B
1.4,-1,B
1.4083299999999999,-2,B
1.41667,-2,B
1.425,-2,B
1.43333,-2,B
1.44167,-2,B
1.45,-2,B
1.45833,-2,B
1.4666700000000001,-2,B
1.475,-2,B
1.48333,-2,B
1.49167,-2,B
1.5,-2,B
1.50833,-2,B
1.51667,-2,B
1.525,-2,B
1.5333299999999999,-2,B
1.54167,-1,B
1.55,-1,B
1.55833,-1,B
1.56667,-1,B
1.575,-1,B
1.58333,-1,B
1.5916700000000001,-1,B
1.6,-1,B
1.60833,-2,B
1.61667,-2,B
1.625,-2,B
1.63333,-2,B
1.64167,-2,B
1.65,-2,B
1.6583299999999999,-2,B
1.66667,-2,B
1.675,-3,B
1.68333,-3,B
1.69167,-2,B
1.7,-2,B
1.70833,-2,B
1.7166700000000001,-2,B
1.725,-1,B
1.73333,-1,B
1.74167,-2,B
1.75,-2,B
1.75833,-1,B
1.76667,-1,B
1.775,-1,B
1.7833299999999999,-1,B
1.79167,-1,B
1.8,-1,B
1.80833,-2,B
1.81667,-2,B
1.825,-3,B
1.83333,-3,B
1.8416700000000001,-3,B
1.85,-3,B
1.85833,-3,B
1.86667,-3,B
1.875,-3,B
1.88333,-3,B
1.89167,-3,B
1.9,-3,B
1.9083299999999999,-3,B
1.91667,-3,B
1.925,-3,B
1.93333,-3,B
1.94167,-3,B
1.95,-3,B
1.95833,-2,B
1.9666700000000001,-2,B
1.975,-2,B
1.98333,-2,B
1.99167,-2,B
2.0,-2,B
2.00833,-3,B
2.01667,-3,B
2.025,-3,B
2.03333,-2,B
2.04167,-2,B
2.05,-2,B
2.0583299999999998,-2,B
2.0666700000000002,-2,B
2.075,-3,B
2.08333,-3,B
2.09167,-3,B
2.1,-3,B
2.10833,-3,B
2.11667,-3,B
2.125,-3,B
2.13333,-3,B
2.14167,-3,B
2.15,-3,B
2.15833,-3,B
2.16667,-3,B
2.175,-3,B
2.1833299999999998,-3,B
2.1916700000000002,-3,B
2.2,-3,B
2.20833,-3,B
2.21667,-3,B
2.225,-3,B
2.23333,-3,B
2.24167,-3,B
2.25,-3,B
2.25833,-3,B
2.26667,-3,B
2.275,-3,B
2.28333,-3,B
2.29167,-3,B
2.3,-3,B
2.3083299999999998,-3,B
2.3166700000000002,-4,B
2.325,-4,B
2.33333,-4,B
2.34167,-3,B
2.35,-3,B
2.35833,-3,B
2.36667,-3,B
2.375,-3,B
2.38333,-3,B
2.39167,-3,B
2.4,-3,B
2.40833,-3,B
2.41667,-3,B
2.425,-3,B
2.4333299999999998,-3,B
2.4416700000000002,-3,B
2.45,-2,B
2.45833,-2,B
2.46667,-2,B
2.475,-2,B
2.48333,-2,B
2.49167,-2,B
2.5,-3,B
2.50833,-3,B
2.51667,-3,B
2.525,-3,B
2.53333,-2,B
2.54167,-2,B
2.55,-2,B
2.5583299999999998,-2,B
2.5666700000000002,-2,B
2.575,-2,B
2.58333,-2,B
2.59167,-3,B
2.6,-3,B
2.60833,-3,B
2.61667,-4,B
2.625,-4,B
2.63333,-4,B
2.64167,-4,B
2.65,-4,B
2.65833,-4,B
2.66667,-4,B
2.675,-4,B
2.6833299999999998,-4,B
2.6916700000000002,-3,B
2.7,-2,B
2.70833,-2,B
2.71667,-2,B
2.725,-2,B
2.73333,-2,B
2.74167,-2,B
2.75,-2,B
2.75833,-2,B
2.76667,-2,B
2.775,-2,B
2.78333,-2,B
2.79167,-2,B
2.8,-2,B
2.8083299999999998,-2,B
2.8166700000000002,-2,B
2.825,-3,B
2.83333,-3,B
2.84167,-3,B
2.85,-4,B
2.85833,-4,B
2.86667,-4,B
2.875,-4,B
2.88333,-3,B
2.89167,-3,B
2.9,-3,B
2.90833,-3,B
2.91667,-2,B
2.925,-2,B
2.9333299999999998,-2,B
2.9416700000000002,-2,B
2.95,-2,B
2.95833,-2,B
2.96667,-2,B
2.975,-2,B
2.98333,-2,B
2.99167,-2,B
3.0,-2,B
3.00833,-3,B
3.01667,-3,B
3.025,-3,B
3.03333,-3,B
3.04167,-3,B
3.05,-3,B
3.0583299999999998,-3,B
3.0666700000000002,-3,B
3.075,-3,B
3.08333,-3,B
3.09167,-3,B
3.1,-3,B
3.10833,-3,B
3.11667,-3,B
3.125,-3,B
3.13333,-3,B
3.14167,-3,B
3.15,-3,B
3.15833,-3,B
3.16667,-3,B
3.175,-3,B
3.1833299999999998,-3,B
3.1916700000000002,-3,B
3.2,-2,B
3.20833,-2,B
3.21667,-2,B
3.225,-2,B
3.23333,-2,B
3.24167,-2,B
3.25,-2,B
3.25833,-2,B
3.26667,-3,B
3.275,-3,B
3.2833300000000003,-3,B
3.29167,-3,B
3.3,-3,B
3.30833,-2,B
3.31667,-2,B
3.325,-2,B
3.33333,-3,B
3.3416699999999997,-3,B
3.35,-3,B
3.3583300000000005,-3,B
3.3666699999999996,-2,B
3.375,-2,B
3.3833300000000004,-2,B
3.3916699999999995,-2,B
3.4,-2,B
3.4083300000000003,-2,B
